First Name,Last Name,Email,DOB,SID,Grade,Gender,Ethnicity
Axel,Burton,axelburton@test.yoop.ly,1/22/1995,1788187,4,M,Korean
Paloma,Saunders,palomasaunders@test.yoop.ly,9/17/1994,1490293,4,M,White
MacKenzie,Hogan,mackenziehogan@test.yoop.ly,4/19/1999,1499565,3,M,White
Keith,Kane,keithkane@test.yoop.ly,7/3/1994,1221177,2,M,White
Adena,Trujillo,adenatrujillo@test.yoop.ly,8/10/1994,1762042,1,M,Korean
Tamara,Emerson,tamaraemerson@test.yoop.ly,8/29/1995,1813871,3,F,African American
Iliana,Carney,ilianacarney@test.yoop.ly,8/18/1996,1706037,5,M,Chinese
Yvette,Moses,yvettemoses@test.yoop.ly,4/21/1999,1396725,5,M,Hispanic
Juliet,Reyes,julietreyes@test.yoop.ly,11/10/1996,1222724,4,F,African American
Lesley,Park,lesleypark@test.yoop.ly,11/19/1994,1660404,3,F,Chinese
Gavin,Logan,gavinlogan@test.yoop.ly,2/2/1998,1238203,3,F,African American
Leo,Le,leole@test.yoop.ly,11/11/1994,1538755,2,F,Chinese
Aline,Franklin,alinefranklin@test.yoop.ly,3/31/1997,1215951,1,F,Chinese
Lyle,Griffith,lylegriffith@test.yoop.ly,12/20/1995,1791523,5,F,Japanese
Halla,Castro,hallacastro@test.yoop.ly,12/30/1996,1120763,4,F,White
Isaac,Ryan,isaacryan@test.yoop.ly,7/14/1995,1348253,3,M,Korean
Wilma,Hayden,wilmahayden@test.yoop.ly,8/23/1994,1152145,2,M,Hispanic
Isaac,Valencia,isaacvalencia@test.yoop.ly,6/17/1998,1251036,2,M,Korean
Derek,Lloyd,dereklloyd@test.yoop.ly,1/24/1996,1500940,1,F,Japanese
Eric,Norris,ericnorris@test.yoop.ly,3/21/1995,1548614,2,M,Chinese
Rana,Benson,ranabenson@test.yoop.ly,5/13/1999,1221487,3,M,Hispanic
Martin,Pena,martinpena@test.yoop.ly,2/27/1998,1064004,5,F,African American
Chanda,Flores,chandaflores@test.yoop.ly,1/7/1995,1052829,4,F,African American
Amanda,Torres,amandatorres@test.yoop.ly,2/20/1998,1686383,1,M,African American
Elvis,Lindsey,elvislindsey@test.yoop.ly,7/27/1994,1777245,3,F,Chinese
Lyle,Hart,lylehart@test.yoop.ly,7/27/1997,1085603,4,F,Korean
Sopoline,Odonnell,sopolineodonnell@test.yoop.ly,5/24/1998,1634909,3,F,White
Jayme,Roberson,jaymeroberson@test.yoop.ly,5/30/1998,1929138,2,M,Japanese
Ralph,Logan,ralphlogan@test.yoop.ly,2/1/1998,1142778,3,M,Japanese
Nyssa,Powers,nyssapowers@test.yoop.ly,5/29/1995,1033756,3,F,Japanese
Dieter,Odonnell,dieterodonnell@test.yoop.ly,10/10/1997,1500152,5,F,Chinese
Abra,Zamora,abrazamora@test.yoop.ly,12/6/1998,1723782,3,M,African American
Echo,Elliott,echoelliott@test.yoop.ly,2/26/1996,1840931,5,F,Korean
Harding,Mckay,hardingmckay@test.yoop.ly,5/17/1998,1763828,4,F,Hispanic
Austin,Middleton,austinmiddleton@test.yoop.ly,8/23/1994,1125319,5,F,Chinese
Brady,William,bradywilliam@test.yoop.ly,10/29/1997,1352626,2,M,African American
Doris,Preston,dorispreston@test.yoop.ly,10/16/1997,1352366,2,F,Chinese
Lara,Murray,laramurray@test.yoop.ly,2/27/1995,1742190,4,M,Japanese
Derek,Chan,derekchan@test.yoop.ly,1/29/1995,1839300,1,M,Japanese
Chastity,Conrad,chastityconrad@test.yoop.ly,7/23/1996,1433578,4,M,Chinese
Christopher,Knapp,christopherknapp@test.yoop.ly,3/9/1995,1109763,4,F,Japanese
Meghan,Hess,meghanhess@test.yoop.ly,11/12/1996,1723005,3,F,African American
Serina,Keller,serinakeller@test.yoop.ly,12/15/1994,1261535,1,F,White
Kadeem,Melendez,kadeemmelendez@test.yoop.ly,6/2/1997,1028094,1,M,Japanese
Jeremy,Neal,jeremyneal@test.yoop.ly,10/25/1996,1675577,5,M,Korean
Kalia,Hardin,kaliahardin@test.yoop.ly,3/31/1996,1675488,4,M,White
Hayes,Burgess,hayesburgess@test.yoop.ly,9/13/1996,1912097,4,M,Japanese
Jin,Sandoval,jinsandoval@test.yoop.ly,9/9/1995,1120918,2,F,Japanese
Zorita,Holt,zoritaholt@test.yoop.ly,11/22/1998,1856769,4,F,Chinese
Eaton,Parks,eatonparks@test.yoop.ly,7/21/1998,1581266,4,M,White
Callie,Mejia,calliemejia@test.yoop.ly,2/12/1995,1849859,2,F,Japanese
Stella,Chen,stellachen@test.yoop.ly,3/12/1996,1243419,1,F,White
Jenna,Lamb,jennalamb@test.yoop.ly,3/15/1997,1197729,1,M,Korean
Berk,Townsend,berktownsend@test.yoop.ly,4/12/1997,1966024,5,F,African American
Veda,Ramirez,vedaramirez@test.yoop.ly,3/1/1999,1509036,5,M,Korean
Ila,Shannon,ilashannon@test.yoop.ly,12/18/1998,1998271,4,M,White
Deacon,Quinn,deaconquinn@test.yoop.ly,10/10/1997,1443534,4,F,African American
Jameson,Oneil,jamesononeil@test.yoop.ly,5/9/1999,1967641,5,M,Korean
India,French,indiafrench@test.yoop.ly,11/8/1995,1674003,3,F,Hispanic
Yetta,Holloway,yettaholloway@test.yoop.ly,12/22/1994,1656094,5,M,Hispanic
Xenos,Hamilton,xenoshamilton@test.yoop.ly,12/13/1996,1077340,1,F,Hispanic
Miranda,Gentry,mirandagentry@test.yoop.ly,7/2/1995,1238651,3,F,African American
Steven,Strong,stevenstrong@test.yoop.ly,3/16/1996,1268245,4,M,Korean
Andrew,Mcclure,andrewmcclure@test.yoop.ly,2/1/1999,1501707,1,F,Hispanic
Unity,Dixon,unitydixon@test.yoop.ly,5/15/1997,1483792,3,F,Hispanic
Laith,Mckay,laithmckay@test.yoop.ly,3/9/1999,1356778,2,M,African American
Jesse,Edwards,jesseedwards@test.yoop.ly,4/6/1996,1040152,4,F,Chinese
Wanda,Carney,wandacarney@test.yoop.ly,6/28/1995,1643913,5,F,Chinese
Lawrence,Wilkinson,lawrencewilkinson@test.yoop.ly,4/10/1996,1051728,2,F,White
Justin,Newman,justinnewman@test.yoop.ly,11/18/1995,1719919,5,M,Hispanic
Brennan,Michael,brennanmichael@test.yoop.ly,3/14/1998,1409378,2,F,Japanese
Alma,Mccullough,almamccullough@test.yoop.ly,5/12/1999,1625751,1,F,African American
Quincy,Wilder,quincywilder@test.yoop.ly,10/3/1995,1544005,4,M,Chinese
Ulysses,Chang,ulysseschang@test.yoop.ly,10/27/1998,1608858,4,M,Hispanic
Uta,Holmes,utaholmes@test.yoop.ly,9/23/1997,1619550,3,M,Japanese
Kay,Bird,kaybird@test.yoop.ly,6/24/1997,1926269,1,M,Hispanic
Kylie,Gutierrez,kyliegutierrez@test.yoop.ly,4/20/1995,1212762,2,M,Japanese
Barbara,Herman,barbaraherman@test.yoop.ly,9/22/1997,1171418,2,F,Chinese
Scarlett,Gates,scarlettgates@test.yoop.ly,1/17/1999,1653484,2,M,White
Oren,Shelton,orenshelton@test.yoop.ly,4/10/1999,1809547,5,F,White
Odysseus,Daniels,odysseusdaniels@test.yoop.ly,5/14/1997,1720945,1,F,Korean
Igor,Shields,igorshields@test.yoop.ly,10/12/1994,1760374,4,F,Korean
Christen,Hodges,christenhodges@test.yoop.ly,4/1/1996,1158677,1,F,White
Teegan,Bullock,teeganbullock@test.yoop.ly,4/30/1996,1961068,5,F,African American
Callie,Lyons,callielyons@test.yoop.ly,3/21/1996,1621151,2,F,White
Caryn,Conway,carynconway@test.yoop.ly,4/4/1998,1950860,3,M,White
Armando,Ferguson,armandoferguson@test.yoop.ly,3/27/1996,1533352,2,F,White
Sylvia,Daniel,sylviadaniel@test.yoop.ly,11/8/1994,1470961,2,M,Japanese
Tana,Carney,tanacarney@test.yoop.ly,12/23/1998,1173912,3,F,Chinese
Wyatt,Walls,wyattwalls@test.yoop.ly,11/9/1995,1884235,2,F,Korean
Isabella,Waller,isabellawaller@test.yoop.ly,3/28/1995,1974055,5,F,Hispanic
Yvette,Ramos,yvetteramos@test.yoop.ly,9/8/1994,1922075,1,M,African American
Kane,Jensen,kanejensen@test.yoop.ly,4/8/1996,1346670,4,M,African American
Paki,Rios,pakirios@test.yoop.ly,5/19/1997,1904614,1,F,African American
Martena,Bentley,martenabentley@test.yoop.ly,1/24/1999,1362510,2,F,Chinese
Travis,Cooper,traviscooper@test.yoop.ly,7/15/1994,1256098,4,M,Korean
Emi,Sanders,emisanders@test.yoop.ly,5/25/1996,1857213,5,M,Hispanic
Quinn,Whitley,quinnwhitley@test.yoop.ly,11/25/1994,1964399,2,F,White
Clare,Lane,clarelane@test.yoop.ly,6/5/1996,1406456,3,M,Japanese
Elmo,Robbins,elmorobbins@test.yoop.ly,8/9/1994,1064880,5,F,Chinese
Hilary,Herman,hilaryherman@test.yoop.ly,11/5/1994,1364361,4,M,African American
Kennan,Chang,kennanchang@test.yoop.ly,2/27/1995,1484648,1,M,African American
Lillith,Nixon,lillithnixon@test.yoop.ly,1/20/1996,1094106,4,M,African American
Carissa,Brooks,carissabrooks@test.yoop.ly,12/24/1997,1221689,4,M,Korean
Jakeem,Cervantes,jakeemcervantes@test.yoop.ly,10/17/1997,1844178,3,F,Chinese
Oprah,Woodward,oprahwoodward@test.yoop.ly,8/4/1995,1380441,1,M,Hispanic
Adam,Rogers,adamrogers@test.yoop.ly,3/5/1995,1293129,1,M,Japanese
Rinah,Kirk,rinahkirk@test.yoop.ly,3/18/1997,1111586,3,F,Hispanic
Deacon,Carney,deaconcarney@test.yoop.ly,5/22/1997,1638611,3,F,Korean
Hasad,Holder,hasadholder@test.yoop.ly,10/9/1997,1554286,2,M,Korean
Emily,Melendez,emilymelendez@test.yoop.ly,5/5/1996,1675985,5,F,Hispanic
Dalton,Ryan,daltonryan@test.yoop.ly,7/7/1995,1510892,3,M,Chinese
Iris,Guthrie,irisguthrie@test.yoop.ly,8/7/1996,1254985,2,M,Chinese
Quail,Vincent,quailvincent@test.yoop.ly,3/14/1997,1408526,5,M,Chinese
Lester,Hodge,lesterhodge@test.yoop.ly,5/19/1995,1131355,1,F,African American
Katell,Cohen,katellcohen@test.yoop.ly,6/3/1995,1964020,1,M,Japanese
Zahir,Johns,zahirjohns@test.yoop.ly,1/31/1995,1136177,4,M,African American
Madaline,Cannon,madalinecannon@test.yoop.ly,8/6/1998,1480814,3,M,Japanese
Kendall,Solis,kendallsolis@test.yoop.ly,10/3/1998,1977306,1,F,African American
Ivan,Steele,ivansteele@test.yoop.ly,1/12/1995,1399637,1,M,Korean
Gavin,Donaldson,gavindonaldson@test.yoop.ly,7/16/1995,1508853,3,F,Korean
Leo,Rollins,leorollins@test.yoop.ly,9/3/1998,1575130,1,M,Hispanic
India,Campos,indiacampos@test.yoop.ly,8/8/1997,1183908,2,M,Korean
Stuart,Mckay,stuartmckay@test.yoop.ly,12/25/1998,1147719,1,M,White
Stewart,Wiley,stewartwiley@test.yoop.ly,12/4/1995,1242352,5,M,Korean
Dexter,Compton,dextercompton@test.yoop.ly,10/29/1994,1441932,3,M,Hispanic
Dane,Contreras,danecontreras@test.yoop.ly,6/23/1997,1691030,2,F,Chinese
Joelle,Cooke,joellecooke@test.yoop.ly,9/13/1996,1739641,1,F,African American
Byron,Shepherd,byronshepherd@test.yoop.ly,12/11/1994,1783088,1,M,Hispanic
Orlando,Lynn,orlandolynn@test.yoop.ly,6/29/1995,1957506,5,M,White
Dakota,Key,dakotakey@test.yoop.ly,4/1/1997,1172455,5,M,Hispanic
Aline,Quinn,alinequinn@test.yoop.ly,4/30/1997,1827099,3,M,Japanese
Eden,Rosario,edenrosario@test.yoop.ly,7/20/1996,1970018,3,F,Hispanic
Skyler,Mccullough,skylermccullough@test.yoop.ly,10/28/1995,1983586,2,F,African American
Baker,Rowland,bakerrowland@test.yoop.ly,1/2/1998,1742299,3,F,African American
Nasim,Joyner,nasimjoyner@test.yoop.ly,8/20/1995,1178697,2,F,Korean
Britanni,Medina,britannimedina@test.yoop.ly,3/8/1997,1321300,1,F,Chinese
Ashton,Case,ashtoncase@test.yoop.ly,5/16/1997,1703300,5,F,Korean
Carlos,Marsh,carlosmarsh@test.yoop.ly,2/28/1999,1445796,3,M,Chinese
Tatum,Conway,tatumconway@test.yoop.ly,7/20/1997,1359321,3,F,African American
Deirdre,James,deirdrejames@test.yoop.ly,1/17/1998,1062825,3,M,Korean
Wilma,Cochran,wilmacochran@test.yoop.ly,10/11/1996,1735210,3,M,African American
Rhea,Brooks,rheabrooks@test.yoop.ly,3/17/1995,1814162,2,M,Japanese
Coby,Carney,cobycarney@test.yoop.ly,12/12/1994,1923451,1,F,Hispanic
Kasper,Solis,kaspersolis@test.yoop.ly,4/22/1996,1062226,4,F,Korean
Guy,Jordan,guyjordan@test.yoop.ly,12/24/1996,1739818,1,M,Chinese
Shelly,Erickson,shellyerickson@test.yoop.ly,4/28/1997,1042631,1,M,Chinese
Hamilton,Mccall,hamiltonmccall@test.yoop.ly,10/2/1995,1936795,4,M,White
Gillian,Nelson,gilliannelson@test.yoop.ly,9/7/1997,1738398,5,M,Japanese
Tatyana,Holman,tatyanaholman@test.yoop.ly,11/15/1998,1127263,5,F,Hispanic
Dennis,Oneil,dennisoneil@test.yoop.ly,10/16/1996,1744016,5,F,White
Tobias,Middleton,tobiasmiddleton@test.yoop.ly,6/7/1996,1478223,3,M,Chinese
Quinlan,Ellison,quinlanellison@test.yoop.ly,1/6/1996,1700261,1,M,Korean
Halee,Manning,haleemanning@test.yoop.ly,4/9/1996,1366960,5,M,Korean
Jada,Cline,jadacline@test.yoop.ly,7/29/1994,1723095,5,F,Chinese
Anne,Sheppard,annesheppard@test.yoop.ly,3/25/1998,1300938,2,F,White
Rajah,Witt,rajahwitt@test.yoop.ly,3/18/1998,1758262,5,M,Chinese
Lana,Parrish,lanaparrish@test.yoop.ly,5/7/1997,1920545,3,F,African American
Noelani,Burt,noelaniburt@test.yoop.ly,12/27/1995,1063444,4,M,Hispanic
Leonard,Carlson,leonardcarlson@test.yoop.ly,10/5/1994,1769707,1,M,Hispanic
Caleb,Donaldson,calebdonaldson@test.yoop.ly,9/12/1994,1092222,5,F,Japanese
Rhiannon,Mcclain,rhiannonmcclain@test.yoop.ly,11/11/1996,1244076,3,F,Hispanic
Jasper,Huff,jasperhuff@test.yoop.ly,9/5/1994,1270196,3,F,African American
Logan,Gordon,logangordon@test.yoop.ly,10/3/1997,1624304,4,F,Japanese
Geoffrey,Whitaker,geoffreywhitaker@test.yoop.ly,8/1/1997,1484939,1,M,Hispanic
Martin,Morris,martinmorris@test.yoop.ly,12/31/1994,1215665,3,M,Chinese
Kyra,Franks,kyrafranks@test.yoop.ly,10/5/1996,1549455,2,M,Hispanic
Camilla,Carson,camillacarson@test.yoop.ly,5/5/1995,1248355,3,M,African American
Emily,Keith,emilykeith@test.yoop.ly,7/20/1998,1088712,5,F,African American
Francesca,Pena,francescapena@test.yoop.ly,5/18/1996,1573044,4,M,African American
Bethany,Sexton,bethanysexton@test.yoop.ly,3/9/1995,1091145,3,F,Hispanic
Fatima,Herring,fatimaherring@test.yoop.ly,1/16/1997,1177930,5,F,Korean
Jermaine,Hale,jermainehale@test.yoop.ly,1/7/1999,1709584,3,M,White
Sebastian,Shaw,sebastianshaw@test.yoop.ly,12/18/1995,1287164,5,M,African American
Desirae,Wall,desiraewall@test.yoop.ly,11/10/1998,1606887,1,M,White
Ahmed,Lawrence,ahmedlawrence@test.yoop.ly,8/18/1996,1200970,3,M,Hispanic
Mary,Holder,maryholder@test.yoop.ly,8/27/1996,1376873,2,F,African American
Matthew,Barber,matthewbarber@test.yoop.ly,3/16/1995,1718256,5,M,Chinese
Desirae,Potter,desiraepotter@test.yoop.ly,12/22/1994,1648506,3,M,Japanese
Alana,Heath,alanaheath@test.yoop.ly,9/1/1994,1988267,3,M,African American
Clayton,Malone,claytonmalone@test.yoop.ly,7/18/1998,1953181,3,M,Chinese
Orlando,Huff,orlandohuff@test.yoop.ly,7/21/1996,1163041,4,F,Korean
Kuame,Wooten,kuamewooten@test.yoop.ly,2/7/1998,1463111,2,M,White
Germaine,Griffith,germainegriffith@test.yoop.ly,7/21/1996,1794665,3,F,Chinese
Armando,Walls,armandowalls@test.yoop.ly,1/4/1999,1156585,5,F,Chinese
Tiger,Terry,tigerterry@test.yoop.ly,10/16/1998,1126252,2,M,African American
Timothy,Daniel,timothydaniel@test.yoop.ly,5/17/1996,1662723,3,M,Hispanic
Kiara,Randall,kiararandall@test.yoop.ly,11/18/1997,1557768,1,M,Japanese
Leah,Ford,leahford@test.yoop.ly,11/1/1997,1974440,3,M,Hispanic
Wynne,Franklin,wynnefranklin@test.yoop.ly,8/9/1995,1513217,1,M,African American
Ginger,Joyce,gingerjoyce@test.yoop.ly,9/5/1995,1584432,5,M,Korean
Ann,Pickett,annpickett@test.yoop.ly,7/8/1994,1716225,5,F,White
Kaitlin,Walsh,kaitlinwalsh@test.yoop.ly,5/2/1998,1958895,5,F,Korean
Raymond,Boyer,raymondboyer@test.yoop.ly,12/16/1998,1616015,2,F,Japanese
Brooke,Lee,brookelee@test.yoop.ly,5/7/1999,1714168,4,M,Korean
Desiree,Pratt,desireepratt@test.yoop.ly,2/21/1996,1183742,5,M,White
Armando,Willis,armandowillis@test.yoop.ly,12/23/1995,1747447,4,F,Hispanic
Daphne,Reid,daphnereid@test.yoop.ly,9/6/1994,1547706,2,M,Hispanic
Keefe,Bender,keefebender@test.yoop.ly,3/9/1996,1379188,3,M,African American
Cassidy,Donovan,cassidydonovan@test.yoop.ly,6/18/1998,1195811,5,F,White
Clio,Solomon,cliosolomon@test.yoop.ly,8/29/1995,1383337,5,F,African American
Mona,Harmon,monaharmon@test.yoop.ly,4/18/1996,1078371,2,M,Hispanic
Timon,Foreman,timonforeman@test.yoop.ly,6/24/1995,1799205,4,M,Korean
Jerry,Franco,jerryfranco@test.yoop.ly,11/5/1997,1969164,5,F,Chinese
Olympia,Cabrera,olympiacabrera@test.yoop.ly,6/14/1999,1748449,2,F,African American
Curran,Bryan,curranbryan@test.yoop.ly,1/22/1996,1312671,1,M,African American
Hedley,Brooks,hedleybrooks@test.yoop.ly,7/31/1996,1961386,3,M,Korean
Keiko,Gross,keikogross@test.yoop.ly,3/4/1997,1531778,2,M,African American
Scarlet,Willis,scarletwillis@test.yoop.ly,8/3/1998,1836637,4,M,Japanese
Fuller,Wheeler,fullerwheeler@test.yoop.ly,11/13/1995,1286561,2,M,Hispanic
Karly,Shelton,karlyshelton@test.yoop.ly,8/30/1996,1415957,5,F,White
Jesse,Small,jessesmall@test.yoop.ly,4/12/1998,1527223,3,M,Japanese
Kylie,Wade,kyliewade@test.yoop.ly,5/25/1999,1543134,5,M,Korean
Daquan,Rhodes,daquanrhodes@test.yoop.ly,11/25/1998,1765639,5,M,Hispanic
Alexis,Christian,alexischristian@test.yoop.ly,3/1/1995,1828775,3,F,Chinese
Tanya,Roy,tanyaroy@test.yoop.ly,10/28/1996,1977195,5,F,Japanese
Nolan,Collins,nolancollins@test.yoop.ly,12/4/1994,1223376,3,M,Korean
Libby,Faulkner,libbyfaulkner@test.yoop.ly,5/16/1998,1018987,5,M,Japanese
Aidan,Norton,aidannorton@test.yoop.ly,1/22/1995,1592894,5,M,Korean
Mona,Vincent,monavincent@test.yoop.ly,7/24/1996,1335943,3,M,White
Bryar,Cline,bryarcline@test.yoop.ly,11/15/1995,1550939,5,F,Korean
Jermaine,Noel,jermainenoel@test.yoop.ly,11/14/1994,1872448,1,M,Hispanic
Zelenia,Gutierrez,zeleniagutierrez@test.yoop.ly,8/17/1997,1589293,1,F,White
Jonah,Acevedo,jonahacevedo@test.yoop.ly,11/23/1995,1397175,5,M,Japanese
Gail,Gibson,gailgibson@test.yoop.ly,7/26/1995,1626332,4,M,Japanese
Rama,Lindsey,ramalindsey@test.yoop.ly,12/22/1998,1565974,4,F,Chinese
Moses,Ayala,mosesayala@test.yoop.ly,10/7/1996,1325941,3,F,Hispanic
Macey,Mclean,maceymclean@test.yoop.ly,2/9/1995,1381749,1,F,White
Ira,Eaton,iraeaton@test.yoop.ly,5/5/1997,1923890,3,F,African American
Ciara,Haynes,ciarahaynes@test.yoop.ly,8/15/1997,1064050,1,F,Japanese
Brooke,Bradford,brookebradford@test.yoop.ly,2/28/1998,1944716,2,M,Japanese
Simon,Simpson,simonsimpson@test.yoop.ly,10/17/1997,1174097,3,M,White
Yoko,Reid,yokoreid@test.yoop.ly,1/30/1995,1479524,5,M,Korean
Eden,Mack,edenmack@test.yoop.ly,10/22/1995,1599011,5,M,African American
Amery,Horne,ameryhorne@test.yoop.ly,4/7/1999,1851713,1,M,Chinese
Quinlan,Joyner,quinlanjoyner@test.yoop.ly,9/22/1997,1654759,3,F,White
Renee,Ball,reneeball@test.yoop.ly,9/18/1995,1937966,5,M,Chinese
Ronan,Velazquez,ronanvelazquez@test.yoop.ly,3/16/1995,1646758,4,F,Japanese
Rajah,Dorsey,rajahdorsey@test.yoop.ly,6/14/1998,1236287,2,M,Japanese
Fredericka,Gaines,frederickagaines@test.yoop.ly,7/4/1995,1682889,4,M,Korean
Ivana,Talley,ivanatalley@test.yoop.ly,10/21/1996,1409415,1,M,Hispanic
Molly,Dyer,mollydyer@test.yoop.ly,6/29/1995,1871327,1,M,Hispanic
Anastasia,Reese,anastasiareese@test.yoop.ly,10/16/1995,1115164,3,F,White
Francesca,Williams,francescawilliams@test.yoop.ly,1/2/1998,1606702,2,M,Japanese
Xena,Battle,xenabattle@test.yoop.ly,10/10/1995,1779289,5,M,White
Maggie,Huff,maggiehuff@test.yoop.ly,2/28/1999,1032100,5,M,Korean
Karen,Adkins,karenadkins@test.yoop.ly,5/3/1999,1714330,2,M,White
Laith,Bradshaw,laithbradshaw@test.yoop.ly,10/17/1996,1719465,1,F,Chinese
Helen,Franks,helenfranks@test.yoop.ly,7/9/1998,1527688,4,F,Chinese
Miranda,Davenport,mirandadavenport@test.yoop.ly,7/15/1997,1704149,3,F,Chinese
Zane,Norman,zanenorman@test.yoop.ly,4/3/1998,1971472,1,M,White
Molly,Potts,mollypotts@test.yoop.ly,10/17/1994,1473689,5,F,White
Thane,Bernard,thanebernard@test.yoop.ly,12/4/1994,1105650,5,M,Japanese
Alexander,Donaldson,alexanderdonaldson@test.yoop.ly,12/11/1997,1001390,5,M,African American
Wendy,Phillips,wendyphillips@test.yoop.ly,6/28/1999,1367825,1,M,Japanese
Yuri,Love,yurilove@test.yoop.ly,5/23/1997,1020204,2,M,White
Bethany,Sanchez,bethanysanchez@test.yoop.ly,2/1/1998,1986116,5,M,Japanese
Cameron,Hansen,cameronhansen@test.yoop.ly,7/7/1996,1803013,3,M,White
Urielle,Browning,uriellebrowning@test.yoop.ly,11/22/1994,1944077,3,F,Korean
Amery,Ballard,ameryballard@test.yoop.ly,6/9/1996,1715325,5,F,White
Cora,Cash,coracash@test.yoop.ly,8/26/1995,1903563,5,M,Japanese
Cassidy,Kirk,cassidykirk@test.yoop.ly,12/22/1994,1817779,1,M,Japanese
Yvette,Ryan,yvetteryan@test.yoop.ly,2/28/1996,1666285,3,F,Chinese
Laura,Turner,lauraturner@test.yoop.ly,5/19/1995,1909913,3,M,White
Aristotle,Bernard,aristotlebernard@test.yoop.ly,7/20/1997,1704241,3,F,Japanese
Rhona,Duncan,rhonaduncan@test.yoop.ly,8/11/1997,1501303,3,F,Japanese
Kristen,Leon,kristenleon@test.yoop.ly,1/1/1997,1194063,2,F,Japanese
Renee,Mcfadden,reneemcfadden@test.yoop.ly,1/11/1999,1277876,3,F,Korean
Roth,Watkins,rothwatkins@test.yoop.ly,6/5/1999,1787678,1,F,African American
Florence,Riddle,florenceriddle@test.yoop.ly,1/5/1997,1052354,5,F,Chinese
Gisela,Myers,giselamyers@test.yoop.ly,7/6/1995,1334485,5,F,Korean
Jordan,Wagner,jordanwagner@test.yoop.ly,6/15/1995,1637605,3,M,Japanese
Xander,Randolph,xanderrandolph@test.yoop.ly,3/9/1998,1435267,2,M,White
Cody,Bell,codybell@test.yoop.ly,8/30/1998,1411383,4,F,African American
Georgia,Workman,georgiaworkman@test.yoop.ly,4/7/1995,1641467,1,M,Japanese
Oleg,Bowen,olegbowen@test.yoop.ly,8/14/1996,1458649,5,F,Hispanic
Devin,Mueller,devinmueller@test.yoop.ly,4/6/1996,1770105,3,M,Japanese
Octavius,Pace,octaviuspace@test.yoop.ly,12/8/1997,1480091,1,M,Chinese
Hanna,Landry,hannalandry@test.yoop.ly,3/15/1999,1361716,4,F,White
Eve,Dillard,evedillard@test.yoop.ly,12/26/1998,1956526,1,M,White
Darryl,Lindsay,darryllindsay@test.yoop.ly,8/11/1995,1943166,3,M,Korean
MacKensie,Travis,mackensietravis@test.yoop.ly,6/15/1995,1054923,5,F,Hispanic
Chantale,Melton,chantalemelton@test.yoop.ly,8/8/1998,1322291,1,F,Japanese
Gannon,Russell,gannonrussell@test.yoop.ly,3/11/1996,1765686,4,F,Japanese
Driscoll,Mcneil,driscollmcneil@test.yoop.ly,12/26/1998,1870389,2,M,Hispanic
